time,aggregate_volume,bounding_radius,packing_fraction,max_radius
901,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
902,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
903,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
904,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
905,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
906,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
907,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
908,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
909,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
910,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
911,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
912,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
913,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
914,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
915,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
916,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
917,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
918,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
919,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
920,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
921,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
922,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
923,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
924,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
925,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
926,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
927,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
928,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
929,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
930,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
931,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
932,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
933,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
934,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
935,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
936,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
937,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
938,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
939,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
940,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
941,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
942,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
943,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
944,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
945,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
946,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
947,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
948,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
949,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
950,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
951,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
952,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
953,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
954,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
955,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
956,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
957,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
958,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
959,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
960,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
961,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
962,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
963,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
964,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
965,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
966,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
967,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
968,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
969,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
970,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
971,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
972,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
973,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
974,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
975,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
976,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
977,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
978,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
979,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
980,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
981,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
982,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
983,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
984,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
985,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
986,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
987,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
988,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
989,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
990,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
991,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
992,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
993,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
994,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
995,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
996,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
997,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
998,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
999,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
1000,0.0010304844904738845,0.18804608989509058,0.03699643934130242,0.0787761010763014
